Midterm_Percentage,Assignment_Percentage,Practical_Percentage,Actual_Result
47.91666667,63.375,80,1
23.58333333,78.375,85,1
75.66666667,115.875,90,1
47.25,55.875,90,1
25,55.875,80,0
39.58333333,102.5,70,1
31.25,85,85,1
73.75,82.625,80,1
54.83333333,106.625,90,1
0,21.625,35,0
39.25,70.875,85,1
49,84.125,85,1
53.41666667,108.375,95,1
56.91666667,99.125,85,1
44.83333333,89.125,90,1
27.75,87.5,90,1
62.83333333,91.625,85,1
45.16666667,89.125,80,1
45.5,85.875,90,1
57.33333333,99.25,90,1
44.08333333,64.875,90,1
46.5,61.75,90,1
54.16666667,99.25,80,1
67.75,105.5,85,1
49.33333333,87.5,80,1
32.66666667,64.125,80,1
66.66666667,106.25,85,1
42,99.25,95,1
64.25,105.5,90,1
20.83333333,80.5,95,1
44.83333333,58.625,80,1
62.5,88.25,85,1
55.5,43.75,70,1
48.58333333,69.5,85,1
53.5,91.375,80,1
54.16666667,57.875,80,1
72.91666667,107.875,85,1
54.83333333,75,0,1
42,86.75,90,1
66,93,80,1
41,50,0,1
42.33333333,59.375,85,1
50.66666667,77.375,0,1
66.66666667,64.875,80,1
66,86.75,0,1
41.66666667,79.75,80,1
50.66666667,68.75,85,1
46.5,71.875,85,1
0,67.25,70,1
61.08333333,98.5,65,1
55.58333333,101,75,1
50,87.5,85,1
57.66666667,105.5,0,1
31.91666667,72.625,80,1
52.41666667,75.75,80,1
43.75,78.125,0,1
59,102.375,85,1
71.5,75.75,80,1
61.08333333,103.875,0,1
38.91666667,89.125,85,1
39.16666667,75.75,90,1
67.33333333,113.25,90,1
41.66666667,115.625,85,1
59,97.625,90,1
61.83333333,77.375,85,1
67.33333333,112.5,85,1
NULL,NULL,85,1
NULL,NULL,0,0
NULL,NULL,80,1
NULL,NULL,80,1
NULL,NULL,90,1
NULL,NULL,85,1
NULL,NULL,80,1
NULL,NULL,85,1
NULL,NULL,90,1
NULL,NULL,85,1
NULL,NULL,90,0
NULL,NULL,80,1
NULL,NULL,70,0
NULL,NULL,90,1
NULL,NULL,85,1
NULL,NULL,85,1
NULL,NULL,85,1
NULL,NULL,75,1
24,29.25,35,0
68,63.625,80,1
49.25,45.375,85,1
47.58333333,56.125,80,1
46.41666667,47.5,95,1
63.25,68.875,90,1
0,56.125,90,1
74.25,81.75,65,1
53,63,85,1
0,33.625,90,0
72.58333333,64.125,90,1
84.25,62,95,1
44.41666667,53.875,85,1
51.16666667,48,25,1
68.75,51.25,90,1
69.16666667,64.125,80,0
28,53,65,1
88.75,91.375,80,1
44.16666667,66.25,65,1
42.25,33.625,80,1
87.5,83.5,75,1
72.83333333,53.875,80,1
60,56.125,95,1
75.75,67.375,85,1
57.16666667,53.375,90,1
79.16666667,76.375,70,1
38.25,39.5,90,1
43.58333333,44.875,0,1
64.25,51.75,45,1
15.75,35.75,85,0
67.16666667,64.625,0,1
48.25,74.25,90,1
59,80.125,90,1
63,58.25,35,1
38.58333333,55.5,95,1
57.16666667,51.75,90,1
71.41666667,53.875,70,1
34.25,47.5,85,0
26,96,0,1
47.83333333,59.25,90,1
54.25,34.625,75,1
47.16666667,55,85,1
44,53.875,90,1
35.41666667,33.625,90,1
31.83333333,28.25,85,0
58.75,24.625,80,1
46.83333333,53.875,95,1
68.58333333,59.875,80,1
63.25,63.625,90,1
43.58333333,55.5,80,1
0,75.875,85,1
15.75,39.5,65,0
27.58333333,73.75,85,1
73.58333333,60.875,80,1
63.58333333,77,85,1
74.25,53.375,90,0
22.25,34.625,60,0
27.58333333,37.875,95,0
58.58333333,67.875,90,1
29.41666667,37.875,90,0
51.58333333,50.75,90,1
57.16666667,53.875,90,1
65.75,78.625,85,1
37.58333333,59.875,95,1
54.08333333,49.625,80,1
38.83333333,49.625,85,1
28.75,29.25,80,0
33.58333333,47,85,1
NULL,NULL,75,1
NULL,NULL,85,1
NULL,NULL,85,1
NULL,NULL,80,1
NULL,NULL,85,1
NULL,NULL,95,1
NULL,NULL,85,1
NULL,NULL,90,1
NULL,NULL,90,1
NULL,NULL,0,1
NULL,NULL,90,1
NULL,NULL,90,1
NULL,NULL,90,1
NULL,NULL,80,1
NULL,NULL,85,1
NULL,NULL,85,1
NULL,NULL,85,0
NULL,NULL,90,1
NULL,NULL,80,1
NULL,NULL,85,1
NULL,NULL,85,1
NULL,NULL,90,1
NULL,NULL,80,1
40,87.5,90,1
60,75,75,1
72,93.75,80,1
44,87.5,80,1
40,62.5,75,0
34,62.5,0,1
50,62.5,40,1
42,62.5,50,1
30,80,75,1
52,93.75,65,1
66,93.75,90,1
24,75,65,0
46,70.375,55,1
54,62.5,75,0
64,62.5,0,1
58,87.5,75,1
20,0,0,0
36,87.5,100,1
38,87.5,100,1
50,62.5,0,1
86,93.75,100,1
46,75,0,1
0,0,0,0
74,87.5,0,1
46,87.5,85,1
40,0,70,0
64,87.5,0,1
24,87.5,95,0
34,87.5,95,0
46,93.75,65,1
42,87.5,85,1
60.41666667,67.125,100,1
51.08333333,67.125,95,1
29.16666667,87.5,75,0
45.83333333,93.75,0,1
50,93.75,95,1
69.75,93.75,65,1
78.08333333,91.25,0,1
23.91666667,81.25,75,0
35,87.5,55,1
58.33333333,87.5,75,1
76,81.25,0,1
87.5,81.25,75,1
28.08333333,90,90,1
54.16666667,93.75,60,1
65.58333333,93.75,75,1
40.58333333,93.75,95,1
64.58333333,93.75,95,1
59.33333333,0,75,0
56.25,79.625,75,1
70.83333333,93.75,0,1
11.41666667,0,75,0
33.33333333,75,80,1
77.08333333,89.125,90,1
80.16666667,81.25,75,1
82.25,75,65,1
61.41666667,89.125,75,1
85.41666667,81.25,95,1
63.5,90.375,55,1
25,87.5,85,1
72.91666667,87.5,50,1
79.16666667,73.375,100,1
91.66666667,93.75,55,1
45.83333333,81.25,85,1
62.5,87.5,75,1
8.333333333,50,0,0
58.33333333,87.5,65,1
41.66666667,81.25,0,1
46.83333333,87.5,75,1
54.16666667,81.25,85,1
53.08333333,81.25,75,1
58.33333333,87.5,75,1
88.5,93.75,75,1
57.33333333,68.625,90,1
80.16666667,81.25,100,1
80.16666667,93.75,75,1
88.5,83.75,95,1
63.5,81.25,95,1
83.33333333,81.25,95,1
72.91666667,87.5,90,1
51,81.25,75,1
94.83333333,93.625,75,1
53.08333333,93.75,100,1
96.83333333,93.75,90,1
94.75,93.75,0,1
45.83333333,81.25,0,1
83.33333333,87.5,50,1
26,87.5,60,0
50,60.875,0,1
59.33333333,87.5,90,1
87.5,76.5,75,1
82.25,87.5,75,1
61.41666667,75,75,1
28.08333333,0,80,0
74,75,65,1
70.83333333,87.5,70,1
28.08333333,0,75,0
82.33333333,73.375,0,1
56.25,0,70,0
84.33333333,87.5,75,1
0,0,75,0
45.83333333,81.25,100,1
27.08333333,87.5,65,1
63.5,93.75,70,1
55.16666667,79.75,45,1
47.91666667,60.75,80,1
72.91666667,53.125,90,1
82.25,81.25,40,1
27.08333333,0,85,0
49,74.875,50,1
83.33333333,81.25,60,1
62.5,0,75,0
85.41666667,85.875,0,1
66.66666667,76.5,50,1
0,0,75,0
93.75,85.875,75,1
59.33333333,87.5,90,1
86.41666667,93.75,80,1
64.58333333,75,45,1
72.91666667,81.25,95,1
76,87.5,90,1
81.25,87.5,60,1
57.25,93.75,100,1
72.91666667,0,65,0
57.25,75,75,1
91.66666667,87.5,90,1
16.66666667,93.75,75,0
48.91666667,87.5,85,1
42.66666667,89.5,65,1
70.83333333,81.25,90,1
23.91666667,87.5,60,1
37.5,87.5,75,1
81.25,75,85,1
70.83333333,93.75,55,1
62.5,65.625,60,1
47.91666667,87.5,0,1
47.91666667,93.75,95,1
83.33333333,92.125,80,1
39.58333333,87.5,75,1
58.33333333,75,90,1
52.08333333,51.5,0,0
59,87.5,80,1
92.66666667,75,80,1
58.33333333,65.625,95,1
76,75,95,1
55.16666667,87.5,90,1
82.25,81.25,100,1
37.5,57.75,0,1
75,81.25,75,1
80.16666667,75,75,1
31.25,87.5,0,1
47.91666667,87.5,70,1
65.58333333,87.5,75,1
8.333333333,31.25,80,0
90.58333333,87.5,85,1
65.66666667,74.875,75,1
32.33333333,73.375,100,1
79.16666667,76.5,100,1
72.91666667,71.875,0,1
92.66666667,87.5,75,1
47.91666667,70.25,80,1
51,87.5,75,1
84.33333333,93.75,85,1
48.91666667,87.5,75,1
65.58333333,81.25,95,1
61.5,84.25,75,1
38.5,87.5,90,1
41.66666667,0,75,0
25,28.125,75,0
78.08333333,87.5,75,1
42.66666667,0,100,0
15.58333333,93.75,95,0
80.16666667,75,75,1
35.41666667,40.625,85,0
68.75,81.25,80,1
78.08333333,87.5,75,1
55.25,73.375,75,1
69.75,93.75,75,1
80.16666667,0,85,0
72.91666667,93.75,80,1
85.41666667,46.875,60,1
68.75,81.25,85,1
66.66666667,93.75,75,1
53.08333333,93.75,75,1
69.75,81.25,95,1
62.5,76.5,75,1
60.41666667,81.25,100,1
47.91666667,71.625,95,1
44.75,87.5,95,1
58.33333333,84.375,60,1
79.16666667,87.5,80,1
50,60.875,75,1
47.91666667,93.75,75,1
63.5,81.25,45,1
56.25,93.75,60,1
10.41666667,87.5,95,0
53,75,80,1
63.5,81.25,100,1
35.41666667,81.25,80,1
59.33333333,93.75,75,1
60.41666667,81.25,95,1
23.91666667,87.5,80,0
47.91666667,93.75,75,1
71.83333333,87.5,75,1
2.083333333,75,95,1
54.16666667,87.5,60,1
64.58333333,53.125,85,1
65.58333333,81.25,90,1
47.91666667,84.375,95,1
50,87.5,0,1
68.75,87.5,75,1
33.33333333,93.75,75,1
68.75,81.25,60,1
59.33333333,93.75,90,1
73.91666667,93.75,75,1
66.66666667,87.5,85,1
75,81.25,0,1
64.58333333,0,0,0
50,93.75,50,1
80.16666667,93.75,70,1
54.16666667,93.75,90,1
33.33333333,81.25,85,1
39.58333333,87.5,60,1
75,76.5,90,1
58.33333333,92.75,80,1
72.91666667,93.75,85,1
54.16666667,87.5,60,1
35.41666667,81.25,90,1
64.58333333,87.5,85,1
69.75,87.5,70,1
47.91666667,68.125,70,1
69.75,93.75,80,1
62.5,56.25,60,1
89.58333333,93.75,0,1
37.5,75,50,1
85.41666667,81.25,85,1
35.41666667,0,80,0
31.25,37.5,45,1
60.41666667,37.5,80,1
76,83.75,50,1
41.66666667,62.5,90,1
70.83333333,87.5,90,1
25,62.5,65,1
43.75,50,80,1
62.5,87.5,90,1
43.75,0,90,0
35,70,80,1
50,0,75,0
66.66666667,100,80,1
83.33333333,100,90,1
33.33333333,0,75,0
75,100,90,1
33.33333333,0,85,0
43.75,0,70,0
0,0,60,0
75,75,65,1
56.25,75,90,1
58.33333333,0,60,0
85.41666667,100,85,1
60.41666667,87.5,90,1
70.83333333,62.5,90,1
79.16666667,87.5,80,1
75,100,80,1
45.83333333,87.5,85,1
80,87.5,0,1
0,0,90,0
43.75,87.5,85,1
72.91666667,87.5,45,1
56.25,0,80,0
52.08333333,81.25,80,1
45.83333333,50,0,1
48.33333333,100,60,1
50,0,80,0
56.25,77.5,85,1
47.91666667,87.5,50,1
79.16666667,87.5,75,1
67.66666667,93.75,60,1
79.16666667,100,60,1
68.75,87.5,70,1
89.58333333,87.5,85,1
84.33333333,80,0,1
84.75,0,0,0
52.08333333,75,80,1
62.5,75,50,1
83.33333333,75,90,1
64.58333333,62.5,0,1
43.75,50,75,1
81.25,77.5,75,1
29.16666667,75,85,1
56.25,62.5,75,1
56.25,62.5,80,1
70.83333333,62.5,70,1
83.33333333,100,80,1
60.41666667,62.5,85,1
58.33333333,87.5,40,1
83.75,81.25,85,1
31.25,0,0,0
31.25,62.5,60,1
72.91666667,0,75,0
54.16666667,62.5,0,1
70.83333333,75,0,1
57.25,83.75,85,1
94.75,77.5,70,1
92.91666667,90,70,1
75,87.5,0,1
79.16666667,100,80,1
79.16666667,90,85,1
83.33333333,87.5,75,1
58.33333333,100,90,1
62.5,87.5,80,1
70.83333333,87.5,85,1
82.25,87.5,85,1
12.5,75,85,1
91.66666667,87.5,60,1
43.75,62.5,40,1
37.5,0,65,0
52,0,0,0
55,25,90,1
85.41666667,50,90,1
22.91666667,0,90,0
60.41666667,87.5,75,1
56.25,67.5,90,1
47.91666667,77.5,75,1
95,81.25,60,1
45.83333333,87.5,80,1
75,62.5,75,1
37.5,62.5,0,1
81.25,92.5,70,1
27.08333333,0,60,0
58.33333333,87.5,40,1
70.83333333,87.5,0,1
56,68.75,70,1
68.75,100,40,1
62.5,62.5,85,1
70.83333333,62.5,85,1
4.166666667,75,85,1
50,50,85,1
87.5,87.5,80,1
56.25,50,90,1
72.91666667,75,75,1
33.33333333,50,80,1
60.41666667,50,85,1
95.83333333,83.75,90,1
50,0,0,0
56.25,62.5,80,1
94.58333333,87.5,85,1
75,75,85,1
64.58333333,75,65,1
52.08333333,75,0,1
56.25,62.5,60,1
85.41666667,87.5,60,1
39.58333333,87.5,90,1
29.16666667,50,0,1
66.66666667,100,90,1
70.83333333,62.5,85,1
64.75,85,90,1
39.58333333,75,75,1
93.75,81.25,80,1
52.08333333,87.5,90,1
68.75,75,85,1
77.08333333,100,90,1
45.83333333,50,0,1
60.41666667,63.75,50,1
47.91666667,87.5,55,1
43.75,50,90,1
54.16666667,62.5,75,1
14.58333333,0,90,0
35.41666667,100,85,1
60.41666667,87.5,90,1
81.66666667,77.5,80,1
70.83333333,75,75,1
72.91666667,0,80,0
52.08333333,75,70,1
85.41666667,87.5,90,1
79.16666667,87.5,85,1
64.58333333,100,50,1
60.41666667,87.5,65,1
60.41666667,100,50,1
0,0,75,0
45.16666667,96.25,75,1
64.58333333,75,100,1
37.66666667,0,75,0
27.08333333,75,90,1
52.08333333,37.5,85,1
70.83333333,50,75,1
64.58333333,75,90,1
63.5,96.25,90,1
37.5,100,75,1
62.5,100,85,1
58.33333333,0,90,0
66.66666667,92.5,90,1
68.75,75,85,1
72.91666667,86.25,85,1
43.75,87.5,80,1
71,80,0,1
89.58333333,100,80,1
75,80,75,1
87.5,87.5,85,1
79.16666667,90,90,1
78.08333333,75,65,1
66.66666667,50,80,1
85.41666667,100,75,1
64.58333333,87.5,0,1
77.08333333,97.5,90,1
79.16666667,87.5,70,1
43.75,75,70,1
56.25,81.25,75,1
44.75,80,70,1
90.58333333,90,80,1
68.75,87.5,0,1
62.5,62.5,90,1
54.16666667,87.5,100,1
47.91666667,75,95,1
83.33333333,75,95,1
54.33333333,97.5,100,1
62.5,87.5,85,1
86.41666667,81.25,70,1
93.75,100,75,1
77.08333333,87.5,80,1
81.25,100,90,1
45.83333333,62.5,70,1
54.16666667,87.5,80,1
9.333333333,63.75,75,0
55.16666667,83.75,95,1
22.91666667,62.5,95,1
68.75,87.5,70,1
54.16666667,87.5,100,1
72.91666667,75,50,1
79.16666667,87.5,60,1
87.5,87.5,65,1
66.66666667,75,70,1
66.66666667,100,75,1
64.58333333,87.5,95,1
45.83333333,87.5,70,1
71.83333333,81.25,80,1
75,87.5,0,1
39.25,87.5,95,1
92.83333333,87.5,65,1
65.16666667,87.5,100,1
64.25,93.75,80,1
58.91666667,0,85,0
40.16666667,87.5,70,1
91,87.5,70,1
51.75,87.5,85,1
66,87.5,95,1
80.33333333,87.5,70,1
65.16666667,87.5,85,1
79.41666667,0,85,0
23,0,0,0
31.25,68.75,85,1
87.5,87.5,0,1
66.91666667,87.5,0,1
64.25,87.5,95,1
52.66666667,87.5,50,1
82.08333333,87.5,90,1
30.33333333,87.5,70,0
78.5,87.5,80,1
53.5,87.5,0,1
66,87.5,85,1
85.66666667,87.5,80,1
75.83333333,87.5,100,1
35.66666667,87.5,90,1
86.58333333,87.5,70,1
0,87.5,75,0
0,0,80,0
65,80,75,1
75.83333333,87.5,100,1
54.41666667,87.5,85,1
27.66666667,87.5,90,1
66,87.5,75,1
3.5,87.5,90,0
69.58333333,87.5,75,1
41.91666667,87.5,80,1
66,87.5,70,1
65.16666667,87.5,70,1
75.83333333,87.5,85,1
60.66666667,87.5,100,1
57.08333333,87.5,80,1
47.25,87.5,75,1
75,87.5,50,1
25,87.5,80,1
49.08333333,87.5,0,1
60.66666667,87.5,60,1
49.08333333,87.5,70,1
72.25,87.5,75,1
35.66666667,87.5,0,1
89.25,87.5,75,1
70.5,87.5,65,1
59.75,87.5,85,1
66,87.5,80,1
79.41666667,87.5,0,1
83.91666667,87.5,50,1
73.16666667,87.5,80,1
63.33333333,87.5,100,1
67.83333333,87.5,80,1
24.08333333,0,60,0
85.66666667,87.5,95,1
89.25,87.5,90,1
41,87.5,70,1
34.75,87.5,40,1
64.25,87.5,85,1
14.25,0,80,0
77.66666667,87.5,0,1
35.41666667,87.5,80,1
60.66666667,87.5,65,1
21.41666667,87.5,75,1
47.25,87.5,0,1
66,87.5,90,1
66,87.5,80,1
85.66666667,87.5,55,1
32.08333333,87.5,80,1
0,0,70,0
59.75,0,75,0
64.25,87.5,75,1
44.58333333,87.5,70,1
75.83333333,87.5,70,1
20.5,0,90,0
63.33333333,87.5,80,1
49.08333333,87.5,95,1
89.25,87.5,90,1
71.41666667,87.5,80,1
82.08333333,87.5,50,1
58,87.5,80,1
61.58333333,87.5,60,1
40.16666667,87.5,0,1
0,25,75,0
85.66666667,87.5,95,1
70,0,95,0
60.41666667,75,0,1
55.33333333,87.5,75,1
0,0,45,0
30.33333333,0,65,0
71.41666667,87.5,90,1
66,87.5,65,1
30.33333333,87.5,95,1
34.75,0,60,0
39.25,87.5,75,1
89.25,87.5,75,1
51.75,87.5,55,1
43.75,87.5,65,1
63.33333333,87.5,80,1
41.91666667,87.5,55,1
53.5,87.5,55,1
62.5,87.5,70,1
57.08333333,87.5,85,1
66.91666667,87.5,40,1
67.83333333,87.5,75,1
0,0,70,0
67.83333333,87.5,60,1
64.25,87.5,75,1
73.16666667,87.5,80,1
48.16666667,87.5,70,1
76.75,87.5,60,1
60.66666667,87.5,70,1
60.66666667,87.5,70,1
67.83333333,87.5,95,1
67.83333333,87.5,80,1
17.83333333,0,75,0
34.75,87.5,65,1
75,87.5,75,1
69.58333333,87.5,75,1
0,0,60,0
51.75,87.5,65,1
39.25,87.5,85,1
72.25,87.5,100,1
71.41666667,87.5,0,1
83,87.5,70,1
91,87.5,80,1
54.41666667,87.5,0,1
83.91666667,87.5,75,1
55.33333333,87.5,80,1
75,87.5,75,1
87.5,87.5,75,1
50.83333333,93.75,70,1
13.33333333,0,80,0
60.66666667,87.5,75,1
78.5,87.5,0,1
64.25,87.5,0,1
33.91666667,87.5,85,1
32.08333333,0,65,0
17.83333333,87.5,100,1
60.66666667,87.5,100,1
89.25,87.5,75,1
0,0,85,0
66,87.5,100,1
50,87.5,70,1
53.5,87.5,75,1
45.5,87.5,70,1
71.08333333,87.5,70,1
70.5,87.5,0,1
55.33333333,87.5,50,1
64.25,87.5,45,1
0,0,75,0
12.5,87.5,100,0
17.83333333,87.5,75,0
68.75,87.5,85,1
49.08333333,87.5,65,1
25.83333333,87.5,70,1
72.25,87.5,80,1
80.33333333,87.5,85,1
28.5,87.5,100,1
27.66666667,87.5,0,1
82.08333333,87.5,65,1
48.16666667,87.5,85,1
84.75,87.5,60,1
41,87.5,75,0
36,25,80,1
30.33333333,87.5,75,0
50,87.5,75,1
53.5,87.5,85,1
44.58333333,87.5,85,1
52.66666667,87.5,80,1
64.25,87.5,85,1
91,87.5,80,1
77.66666667,87.5,85,1
66,87.5,0,1
87.5,87.5,85,1
62.5,87.5,85,1
59.75,87.5,70,1
72.25,87.5,85,1
31.25,87.5,90,1
80.33333333,87.5,60,1
28.5,87.5,80,1
75.83333333,87.5,90,1
34.75,87.5,80,1
0,0,90,0
89.25,87.5,60,1
89.25,87.5,70,1
33.91666667,87.5,0,1
54.41666667,87.5,0,1
63.33333333,87.5,60,1
77.66666667,87.5,65,1
56.25,87.5,80,1
31.25,0,85,0
73.16666667,93.75,80,1
88.33333333,67.5,80,1
66.66666667,25,50,1
80,75,85,1
81.66666667,25,90,1
76.66666667,87.5,60,1
66.66666667,0,50,0
96.66666667,100,80,1
93.33333333,75,85,1
90,75,90,1
100,87.5,70,1
83.33333333,100,75,1
78.33333333,100,0,1
81.66666667,62.5,90,1
83.33333333,62.5,85,1
90,75,80,1
78.33333333,75,80,1
46.66666667,37.5,80,1
75,75,85,1
80,75,80,1
86.66666667,100,80,1
90,100,85,1
75,50,70,1
95,87.5,0,1
96.66666667,62.5,90,1
83.33333333,62.5,85,1
70,62.5,85,1
90,62.5,75,1
100,100,55,1
86.66666667,100,70,1
71.66666667,50,80,1
71.66666667,87.5,80,1
33.33333333,0,80,0
85,100,70,1
86.66666667,75,65,1
96.66666667,100,85,1
80,75,85,1
68.33333333,87.5,75,1
66.66666667,62.5,0,1
71.66666667,37.5,75,1
96.66666667,75,75,1
90,75,85,1
66.66666667,37.5,85,1
73.33333333,100,80,1
90,100,60,1
76.66666667,0,75,0
58.33333333,75,90,1
0,0,90,0
0,0,80,0
93.33333333,87.5,85,1
33.33333333,75,0,1
70,87.5,65,1
98.33333333,37.5,85,1
91.66666667,25,65,1
43.33333333,0,80,0
90,100,70,1
88.33333333,87.5,0,1
100,100,75,1
86.66666667,100,65,1
90,87.5,65,1
80,62.5,60,1
92.66666667,50,75,1
99.33333333,62.5,75,1
96.66666667,100,65,1
73.33333333,100,65,1
91.66666667,100,60,1
95,37.5,65,1
96.66666667,87.5,80,1
96.66666667,100,75,1
66.66666667,87.5,70,1
70,75,80,1
86.66666667,25,80,1
63.33333333,100,75,1
90,100,0,1
50,100,80,1
78.33333333,25,80,1
90,62.5,80,1
96.66666667,87.5,75,1
0,0,75,0
63.33333333,75,85,1
98.33333333,75,60,1
76.66666667,75,50,1
26.66666667,0,85,0
76.66666667,100,90,1
58.33333333,87.5,70,1
78.33333333,87.5,60,1
93.33333333,87.5,70,1
93.33333333,0,85,0
52.5,50,0,1
81.25,12.5,75,1
100,100,90,1
86.66666667,100,70,1
81.66666667,75,75,1
93.33333333,87.5,75,1
78.33333333,87.5,75,1
83.33333333,37.5,85,1
80,37.5,75,1
96.66666667,100,90,1
91.66666667,50,85,1
0,0,85,0
85,100,80,1
80,75,75,1
95,25,85,1
0,0,85,0
86.66666667,100,75,1
96.66666667,50,70,1
93.33333333,75,85,1
86.66666667,87.5,70,1
91.66666667,62.5,75,1
96.66666667,75,80,1
66.66666667,75,60,1
83.33333333,100,80,1
100,75,80,1
68.33333333,75,70,1
80,87.5,80,1
70,75,80,1
86.66666667,87.5,80,1
91.66666667,87.5,75,1
50,62.5,80,1
86.66666667,87.5,85,1
80,75,85,1
48.33333333,0,80,0
86.66666667,75,75,1
90,75,80,1
83.33333333,100,70,1
80,0,80,0
83.33333333,62.5,80,1
90,37.5,80,1
100,50,85,1
68.33333333,87.5,75,1
96.66666667,62.5,70,1
73.16666667,87.5,75,1
90,75,75,1
93.33333333,75,75,1
83.33333333,50,75,1
83.33333333,62.5,100,1
80,87.5,75,1
78.33333333,87.5,90,1
93.33333333,75,75,1
86.66666667,37.5,75,1
83.33333333,75,80,1
91.66666667,75,95,1
33.33333333,100,95,1
80,75,80,1
68.33333333,87.5,95,1
53.33333333,75,85,1
73.33333333,75,75,1
50,75,95,1
86.66666667,75,90,1
69.33333333,37.5,95,1
86.66666667,62.5,80,1
93.33333333,62.5,95,1
91.66666667,100,90,1
88.33333333,87.5,100,1
91.66666667,75,75,1
83.33333333,62.5,0,1
61.66666667,75,75,1
70,62.5,100,1
91.66666667,62.5,95,1
75,62.5,90,1
73.33333333,75,0,1
75,100,75,1
0,0,100,0
88.33333333,37.5,60,1
76.66666667,75,75,1
86.66666667,0,80,0
75,87.5,75,1
93.33333333,75,0,1
66.66666667,75,90,1
96.66666667,87.5,100,1
70,100,75,1
83.33333333,100,80,1
66.66666667,87.5,80,1
36.66666667,0,100,0
73.33333333,0,75,0
96.66666667,87.5,85,1
66.66666667,75,95,1
78.33333333,100,80,1
93.33333333,100,0,1
85,75,75,1
76.66666667,87.5,100,1
95,100,75,1
93.33333333,75,80,1
88.33333333,50,95,1
66.66666667,62.5,80,1
85,100,80,1
80,0,95,0
0,37.5,80,0
22.5,75,100,1
73.33333333,100,75,1
83.33333333,100,90,1
81.66666667,87.5,85,1
80,100,75,1
76.66666667,62.5,80,1
83.33333333,50,75,1
71.66666667,100,0,1
88.33333333,87.5,85,1
75,100,100,1
60,0,75,0
91.66666667,62.5,95,1
78.33333333,100,75,1
68.33333333,62.5,95,1
56.66666667,75,80,1
56.66666667,67.5,75,1
38.33333333,67.5,95,1
45,75,75,1
70,87.5,0,1
93.33333333,57.5,90,1
63.33333333,62.5,80,1
93.33333333,76.25,75,1
66,70,0,1
80,48.75,75,1
0,0,100,0
85,75,90,1
86.66666667,55,75,1
75,75,75,1
96.66666667,75,0,1
98.33333333,75,75,1
83.33333333,61.25,75,1
70,41.25,80,1
90,87.5,0,1
66.66666667,75,0,1
95,47.5,75,1
91.66666667,50,75,1
61.66666667,62.5,70,1
0,0,75,0
0,0,75,0
0,75,75,1
46.66666667,62.5,75,1
86.66666667,70,90,1
99.33333333,100,0,1
45,32.5,70,1
89.33333333,76.25,75,1
55,52.5,0,1
97.66666667,40,75,1
81.66666667,92.5,95,1
88.33333333,75,70,1
79.33333333,71.25,0,1
71.66666667,37.5,100,1
73.33333333,87.5,95,1
95,86.25,95,1
78.33333333,66.25,75,1
43.33333333,58.75,85,1
50,0,0,0
93.33333333,100,95,1
90,87.5,95,1
80,75,45,1
40,62.5,50,1
61.66666667,63.75,80,1
90,87.5,80,1
76.66666667,62.5,70,1
53.33333333,57.5,50,1
80,71.25,50,1
88.33333333,62.5,70,1
0,0,60,0
95,92.5,30,1
55,60,50,1
88.33333333,72.5,25,1
50,62.5,75,1
76.66666667,68.75,100,1
61.66666667,63.75,90,1
45,31.25,90,1
86.66666667,75,80,1
65,62.5,55,1
81.66666667,70,75,1
98.33333333,67.5,85,1
70,52.5,75,1
86.66666667,76.25,85,1
56.66666667,75,70,1
0,0,45,0
40,52.5,50,1
93.33333333,65,70,1
76.66666667,87.5,70,1
80,75,100,1
38.33333333,73.75,70,1
70,53.75,85,1
77.66666667,68.75,50,1
91.66666667,63.75,95,1
77.66666667,60,50,1
85,71.25,100,1
63.33333333,40,90,1
0,0,95,0
53.33333333,41.25,100,1
70,75,50,1
66.66666667,70,80,1
63.33333333,77.5,40,1
63.33333333,52.5,70,1
33.33333333,0,35,0
58.33333333,28.75,85,1
45,87.5,100,1
75,62.5,65,1
61.66666667,46.25,90,1
31.66666667,50,50,1
90,68.75,80,1
33.33333333,75,40,1
35,75,70,1
58.33333333,56.25,50,1
48.33333333,62.5,65,1
66,62.5,80,1
73.33333333,75,85,1
43.33333333,75,100,1
63.33333333,75,75,1
96,71.25,85,1
61.66666667,57.5,80,1
43.33333333,0,90,0
78.33333333,71.25,80,1
73.33333333,51.25,100,1
61.66666667,62.5,65,1
46.66666667,75,70,1
60,75,90,1
76,62.5,70,1
0,62.5,65,0
49,37.5,100,1
75,56.25,80,1
76.66666667,62.5,80,1
80,63.75,70,1
61.66666667,56.25,65,1
63.33333333,62.5,0,1
96,71.25,50,1
0,0,0,0
74.33333333,56.25,70,1
65,51.25,40,1
36.66666667,37.5,75,1
80,61.25,75,1
70,72.5,50,1
71.66666667,33.75,40,1
70,75,80,1
31.66666667,18.75,0,1
93.33333333,87.5,90,1
60,75,50,1
100,75,100,1
83.33333333,75,100,1
41,50,85,1
62.66666667,62.5,40,1
56.66666667,12.5,80,1
46.66666667,25,65,1
51,42.5,50,1
60,62.5,75,1
63.33333333,12.5,55,1
63.33333333,25,0,1
63.33333333,46.25,65,1
61.66666667,57.5,75,1
93.33333333,87.5,70,1
58.33333333,75,40,1
84.33333333,68.75,60,1
50,75,65,1
56.66666667,75,70,1
65,53.75,55,1
30,46.25,100,1
